id,content
91,Activate Good Morning
92,Dim the lights in the kitchen
93,Is the light on in John's office?
94,Turn on my lights
95,Are the lights on in the master bed room?
96,Turn off the kids bedroom lamps
97,Dim the lights
98,Turn on TV
99,Turn off lights
100,Switch off the lights
101,Set the temperature to 65 degrees
102,Set the thermostat to 68 degrees
103,What is the temperature inside?
104,Turn up the thermostat
105,Turn down the thermostat
106,Activate Good Morning
107,Turn on Movie Mode
108,Set the temperature to 65 degrees
109,Set the thermostat to 68 degrees
110,Turn down the thermostat
111,What is the temperature inside?
112,Turn on the lights
113,Is the light on in Tyler's room?
114,Turn off the lights in the bathroom
115,Are the lights on in the dining room?
116,Turn on my lights
117,Turn on the kitchen lamps
118,Switch off the lights
119,What is the temperature inside?
120,Set the temperature to 65 degrees
121,Turn down the thermostat
122,Set the thermostat to 70 degrees
123,Turn off the lights
124,Dim the lights in the living room
125,Turn on my lights
126,Turn on the bathroom lamps
127,Is the light on in Tyler's room?
128,Are the lights on in the master bed room?
129,Switch off the lights
130,Turn off the living room lamps
131,Is the light on in Tyler's room?
132,Are the lights on in the dining room?
133,Turn off the lights
134,Dim the lights in the dining room
135,Turn on my lights
136,Switch off the lights
137,Turn on the lights in the master bed room
138,Turn on the lights
139,Are the lights on in the kids bedroom?
140,Turn on the master bed room lamps
141,Is the light on in John's office?
142,Turn on my lights
143,Talk to toro tempus
144,Show the Front Door Camera on Living Room TV
145,What is on Baby camera?
146,Turn On Hallway Camera
147,Show garage camera
148,Turn on the camera
149,Turn off the camera
150,Is the Babycam On?
151,What is the temperature inside?
152,Turn up the thermostat
153,Turn down the thermostat
154,Set the thermostat to 72 degrees
155,Set the temperature to 65 degrees
156,Raise the AC speed
157,Lower the AC speed
158,Set AC to high
159,Set mode on AC to cool
160,Stop the AC
161,Make the AC speed lower
162,What is the AC doing?
163,Did I set AC to cool?
164,Turn off the AC
165,Turn on the AC
166,Turn off the water heater
167,Turn up the temperature on water heater
168,Is my water heater on?
169,Set security to arm
170,Arm security
171,Skip ahead on TV
172,Turn on the TV
173,Mute the TV
174,Resume the TV
175,Make it louder on the TV
176,Volume down on TV
177,Pause the TV
178,Stop the TV
179,Turn off speakers
180,Turn on speakers
181,Close the curtains half way
182,Open the bedroom curtains
183,Make it louder on the speaker
184,Resume the speaker
185,Pause the speaker
186,Mute the speaker
187,Stop the speaker
188,Volume up on speaker
189,Activate Good Morning
190,Turn on Movie Mode
191,Are the lights on in the kitchen?
192,Turn on my lights
193,Turn off the lights in the kitchen
194,Is the light on in John's office?
195,Dim the bathroom lamps
196,Turn on the lights
197,Did I set AC to cool?
198,What cycle is the AC in?
199,Turn off the AC
200,Set AC to high
201,Make the AC speed lower
202,What is AC mode set to?
203,Lower the AC speed
204,Start the AC
205,Raise the AC speed
206,What is the AC doing?
207,Switch off the lights
208,Talk to lucky robot
209,Ask lucky robot
210,Talk to Aquarium Capacity Calculator
211,Talk to Mother Teresa's Story
212,Talk to Belgian Social Security Office
213,Call mom on Max Tel
214,Show my Max Tel profile
215,Show outgoing Max Tel calls
216,Find Thomas on Max Tel
217,Add John Doe to my Max Tel contacts
218,Open Max Tel QR code
219,Video chat with John Doe on Mobo Messenger
220,Show outgoing Mobo Messenger video calls
221,What were my Mobo Messenger audio calls from yesterday?
222,Call Sam Tim on Mobo Messenger
223,Add Isaac to my Mobo Messenger contacts
224,Look up for Sam Tim on Mobo Messenger
225,Open Mobo Messenger QR code
226,Show my Mobo Messenger portfolio
227,Find John Doe on Mobo Messenger
228,Call John Doe on LandaGram
229,Add Jane Doe to my LandaGram contacts
230,Open LandaGram QR code
231,Show my profile on LandaGram
232,Find John Doe on LandaGram
233,Show my LandaGram calls
234,Video chat with John on Green Messenger
235,Show outgoing Green Messenger calls
236,Show my Green Messenger profile
237,Find Thomas on Green Messenger
238,Add John Doe to my Green Messenger contacts
239,Open Green Messenger QR code
240,Open Talagram QR code
241,Call Sam Tim on Talagram
242,Look up for Sam Tim on Talagram
243,Find John Doe on Talagram
244,What were my Talagram audio calls from yesterday?
245,Show outgoing Talagram video calls
246,Show my Talagram portfolio
247,Add Isaac to my Talagram contacts
248,Video chat with John Doe on Talagram
249,Show my Novin Plus calls
250,Call John Doe on Novin Plus
251,Open Novin Plus QR code
252,Find John Doe on Novin Plus
253,Show my profile on Novin Plus
254,Add Jane Doe to my Novin Plus contacts
255,Talk to Pension Easy
256,Find Mike on MaviGram
257,Call John Doe on MaviGram
258,Show my MaviGram account
259,Open MaviGram QR code
260,Can you add John Doe in my MaviGram contacts?
261,What were my MaviGram calls?
262,Add John Doe to my Monoplus contacts
263,Show my Monoplus profile
264,Call Mom on Monoplus
265,Find Thomas on Monoplus
266,Open Monoplus QR code
267,Show outgoing Monoplus calls
268,Add John Doe to my JetPlus contacts
269,Find Thomas on JetPlus
270,Show my JetPlus profile
271,Show outgoing JetPlus calls
272,Call mom on JetPlus
273,Open JetPlus QR code
274,Show outgoing HGram calls
275,Add John Doe to my HGram contacts
276,Voice chat with mom on HGram
277,Open HGram QR code
278,Find Thomas on HGram
279,Show my HGram profile
280,Show my MobogramX profile
281,Open MobogramX QR code
282,Add John Doe to my MobogramX contacts
283,Show outgoing MobogramX calls
284,Call mom on MobogramX
285,Find Thomas on MobogramX
286,Call mom on DotGram
287,Add John Doe to my DotGram contacts
288,Find Thomas on DotGram
289,Show outgoing DotGram calls
290,Open DotGram QR code
291,Show my DotGram profile
292,What were my Mobogram proxy calls?
293,Can you add John Doe in my Mobogram proxy contacts?
294,Call John Doe on Mobogram proxy
295,Find Jack on Mobogram proxy
296,Open Mobogram proxy QR code
297,Show my Mobogram proxy account
298,Open Whatsgram QR code
299,Show outgoing Whatsgram audio calls
300,Find Thomas on Whatsgram
301,Show my Whatsgram profile
302,Call Mom on Whatsgram
303,Add Isaac to my Whatsgram contacts
304,Open Teleteens x QR code
305,Show my Teleteens x profile
306,Find Thomas on Teleteens x
307,Call mom on Teleteens x
308,Add John Doe to my Teleteens x contacts
309,Show outgoing Teleteens x calls
310,Call *123 on AloTel Plus
311,Open my AloTel Plus QR Code
312,Look up John Smith in AloTel Plus
313,Add Isaac to my AloTel Plus contacts
314,What is my AloTel Plus profile?
315,What were my AloTel Plus audio calls from yesterday?
316,Find Thomas on BestPlus
317,Show my BestPlus profile
318,Open BestPlus QR code
319,Add John Doe to my BestPlus contacts
320,Call mom on BestPlus
321,Show outgoing BestPlus calls
322,Add John Doe to my TelePlus contacts
323,Open TelePlus QR code
324,Call Mom on TelePlus
325,Show my TelePlus profile
326,Find Thomas on TelePlus
327,Show outgoing TelePlus calls
328,Open BlueTel QR code
329,Show my BlueTel portfolio
330,Call John Doe on BlueTel
331,Add James to my BlueTel contacts
332,Look up James in BlueTel
333,Show outgoing BlueTel video calls
334,Open TinaGeram QR code
335,Find Thomas on TinaGeram
336,Add John Doe to my TinaGeram contacts
337,Call mom on TinaGeram
338,Show my TinaGeram profile
339,Show outgoing TinaGeram calls
340,Add James to my ShadGram contacts
341,What were my ShadGram calls?
342,Show my ShadGram account
343,Find James on ShadGram
344,Open ShadGram QR code
345,Call John Doe on ShadGram
346,Show my YasiGram account
347,Add Isaac to my YasiGram contacts
348,What were my YasiGram calls?
349,Open YasiGram QR code
350,Call John Doe on YasiGram
351,Find James on YasiGram
352,Show my SafeGram profile
353,Show outgoing SafeGram calls
354,Open SafeGram QR code
355,Add John Doe to my SafeGram contacts
356,Find Thomas on SafeGram
357,Call mom on SafeGram
358,Show my Pro Plus Messenger profile
359,Find Thomas on Pro Plus Messenger
360,Show outgoing Pro Plus Messenger calls
361,Call mom on Pro Plus Messenger
362,Open Pro Plus Messenger QR code
363,Add John Doe to my Pro Plus Messenger contacts
364,Show outgoing sib che calls
365,Open sib che QR code
366,Call mom on sib che
367,Show my sib che profile
368,Find Thomas on sib che
369,Add John Doe to my sib che contacts
370,What were my Telegram for Christian calls?
371,Open Telegram for Christian QR code
372,Show my Telegram for Christian account
373,Can you add 18774531304 as John Doe’s mobile number in my Telegram for Christian contacts?
374,Find James on Telegram for Christian
375,Call John Doe on Telegram for Christian
376,Find Thomas on Private Chat
377,Show my Private Chat profile
378,Add John Doe to my Private Chat contacts
379,Open Private Chat QR code
380,Call mom on Private Chat
381,Show outgoing Private Chat calls
382,Video chat with Bob on AllGram Messenger
383,Find Thomas on AllGram Messenger
384,Show outgoing AllGram Messenger calls
385,Open AllGram Messenger QR code
386,Show my AllGram Messenger profile
387,Call John Doe on Telegrad
388,Add James to my Telegrad contacts
389,Find James on Telegrad
390,What were my Telegrad calls?
391,Open Telegrad QR code
392,Show my Telegrad account
393,Add John Doe to my Waller Swiss contacts
394,Show my Waller Swiss profile
395,Open Waller Swiss QR code
396,Show outgoing Waller Swiss calls
397,Call mom on Waller Swiss
398,Find Thomas on Waller Swiss
399,Call Sam Tim on Plus chat
400,Add Isaac to my Plus Chat contacts
401,Show my Plus Chat portfolio
402,Video chat with John Doe on Plus Chat
403,Find John Doe on Plus Chat
404,Look up for Sam Tim on Plus Chat
405,Show outgoing Plus Chat video calls
406,What were my Plus Chat audio calls from yesterday?
407,Open Plus Chat QR code
408,Call John Doe on TopPlus
409,Show my TopPlus account
410,Open TopPlus QR code
411,Find Jack on TopPlus
412,What were my TopPlus calls?
413,Can you add 18774531304 as John Doe’s mobile number in my TopPlus contacts?
414,Call Mom on Plus Mobo
415,Find Thomas on Plus Mobo
416,Open Plus Mobo QR code
417,Show outgoing Plus Mobo calls
418,Show my Plus Mobo profile
419,Add John Doe to my Plus Mobo contacts
420,Call mom on Nicegram Messenger Plus
421,Find Thomas on Nicegram Messenger Plus
422,Add John Doe to my Nicegram Messenger Plus contacts
423,Show outgoing Nicegram Messenger Plus calls
424,Show my Nicegram Messenger Plus profile
425,Open Nicegram Messenger Plus QR code
426,Talk to Mr. P
427,Show my MonoTalaie profile
428,Open MonoTalaie QR code
429,Add John Doe to my MonoTalaie contacts
430,Call mom on MonoTalaie
431,Find Thomas on MonoTalaie
432,Show outgoing MonoTalaie calls
433,Find Thomas on Turbo Plus
434,Open Turbo Plus QR code
435,Show my Turbo Plus profile
436,Add Isaac to my Turbo Plus contacts
437,Show outgoing Turbo Plus audio calls
438,Call Mom on Turbo Plus
439,Add John Doe to my Chattel contacts
440,Find Thomas on Chattel
441,Open Chattel QR code
442,Show outgoing Chattel calls
443,Call mom on Chattel
444,Show my Chattel profile
445,Show my ActiveGram profile
446,Open ActiveGram QR code
447,Add John Doe to my ActiveGram contacts
448,Find Thomas on ActiveGram
449,Call mom on ActiveGram
450,Show outgoing ActiveGram calls
451,Let me see my Wish account
452,Update my account on Wish
453,Get shoes on Wish
454,What is my Wish order status?
455,View my Wish Cart
456,Open rewards on Wish
457,Show outgoing Alegram video calls
458,Add Isaac to my Alegram contacts
459,Find Thomas on Alegram
460,Show my Alegram portfolio
461,Video chat with Thomas on Alegram
462,Scan to pay on Alegram
463,Talk to Bright Idea
464,What were my Jumper calls?
465,Can you add 8774531304 as John Doe’s mobile number in my Jumper contacts?
466,Show my Jumper account
467,Call John Doe on Jumper
468,Find James on Jumper
469,Open Jumper QR code
470,Show outgoing Lux Gram Messenger calls
471,Show my Lux Gram Messenger profile
472,Find Thomas on Lux Gram Messenger
473,Open Lux Gram Messenger QR code
474,Add John Doe to my Lux Gram Messenger contacts
475,Call mom on Lux Gram Messenger
476,Find Thomas on MetaGram Messenger
477,Show my MetaGram Messenger profile
478,Show outgoing MetaGram Messenger calls
479,Call mom on MetaGram Messenger
480,Open MetaGram Messenger QR code
481,Add John Doe to my MetaGram Messenger contacts
482,Open Original Mobo QR code
483,Call John Doe on Original Mobo
484,Find James on Original Mobo
485,Can you add 8774531304 as John Doe’s mobile number in my Original Mobo contacts?
486,Show my Original Mobo account
487,What were my Original Mobo calls?
488,Add John Doe to my W Plus Messenger contacts
489,Open W Plus Messenger QR code
490,Call mom on W Plus Messenger
491,Show outgoing W Plus Messenger calls
492,Show my W Plus Messenger profile
493,Find Thomas on W Plus Messenger
494,Call mom on Mobogram my
495,Show my Mobogram my profile
496,Add John Doe to my Mobogram my contacts
497,Open Mobogram my QR code
498,Find Thomas on Mobogram my
499,Show outgoing Mobogram my calls
500,Show my Mobogram X profile
501,Find Thomas on Mobogram X
502,Open Mobogram X QR code
503,Add John Doe to my Mobogram X contacts
504,Show outgoing Mobogram X calls
505,Call mom on Mobogram X
506,Talk to AGC Chat Helper to start
507,Talk to Ramco HCM
508,Let us go home
509,Talk to Starfish Me
510,Talk to Attendance Checker
511,Find Thomas on Turbo X Messenger
512,Open Turbo X Messenger QR code
513,Show outgoing Turbo X Messenger calls
514,Add John Doe to my Turbo X Messenger contacts
515,Call mom on Turbo X Messenger
516,Show my Turbo X Messenger profile
517,Talk to Happier HR Pentest
518,Let us go to work
519,I am heading out
520,I am leaving
521,I am home
522,I am back
523,What is my daily brief?
524,Tell me about my day
525,Find emails from last week
526,Send an email to Steve
527,When does my package arrive?
528,When is my bill due?
529,What time is my next flight?
530,Show me my past flights
531,Show me my emails from last week
532,Send an email to Sally
533,Show me my reservations
534,Open Gmail
535,Bedtime
536,Start Bedtime Routine
537,Good night
538,Good morning
539,Tell me about my day
540,I am up
541,Create a routine
542,Talk to Lala Lajpat Rai's Life
543,Talk to Mr Project
544,Talk to Srinivasa Ramanujan's Life
545,Talk to Udham Singh's Life
546,Talk to Terri Scheer
547,Talk to Ravikiran Dhulipala Info
548,Talk to Lok Nayak's Story
549,I want to talk to Beethoven's Vienna
550,Talk to Rabindranath Tagore's Story
551,Talk to Taylor Swift Facts
552,Ask Taylor Swift Facts
553,Talk to Stephen Hawking's Life
554,Talk to Nick's Talk
555,Talk to Amitabh Bachchan's Life
556,Talk to kashmir facts
557,Talk to Shaheed Rajguru's Life
558,Talk to Civil Developer
559,Talk to HD School
560,Talk to InterviewBot
561,Talk to Aaruush SRM
562,Talk to Aryabhata's Life
563,Talk to Father Of Computer System
564,Talk to Amway Business Opportunity
565,Ask Amway Business Opportunity
566,Talk to Chemathesaurus Help
567,Talk to Cricket Spider
568,Ask Cricket Spider
569,Ask Cricket Spider about Best batting of Virat in ODI
570,Ask Cricket Spider about Upcoming matches of Virat vs Aus
571,Ask Cricket Spider about Top 10 players in IPL
572,Talk to Vishwajeet Raj's Resume
573,Talk to Veeru's Story
574,Talk to This Week in Beatle History
575,Speak to This Week in Beatle History
576,Ask This Week in Beatle History
577,Talk to SRK Facts
578,Speak to SRK Facts
579,Ask SRK Facts to tell me a shah rukh khan fact
580,Ask SRK Facts to tell me an srk fact
581,Ask SRK Facts to tell me a fact about srk
582,Talk to Tech Founders
583,Talk to Pranjal's  Resume
584,Talk to Roman Reigns's Shield
585,Talk to Neha Kakkar's Life
586,Talk to Selena Gomez Facts
587,Talk to Netaji Subhas Chandra Bose's life
588,Talk to Floyd Mayweather's Life
589,Talk to Kalpna Chawla's Life
590,Talk to Amrita's CV
591,Talk to KV Pokaran
592,Talk to Messi's Shoes
593,Talk to PM Narendra Modi's Life
594,Talk to Cricket's God
595,Talk to Pingu Babu
596,Talk to Bangtan's Army
597,Talk to Mr Guru
598,Talk to Mr. Kudos
599,Talk to Bill Gates's Life
600,Ask Discovered Book
601,Speak to Discovered Book
602,Talk to Discovered Book
603,Talk to Mr Musicphile
604,Talk to CV Raman's Life
605,Talk to Stefan vd Support
606,Talk to Mood bit
607,Talk to Voice Portfolio
608,Talk to Mesmerizing Megha
609,Talk to ooseven Technical
610,Talk to Chirag Personal Info
611,Talk to Abraham Lincoln's Link
612,Talk to Sammi technical
613,Talk to NFL Statistics
614,Talk to Dr.Facts
615,Ask Dr.Facts to Give me a fact about facebook
616,Talk to Bhagat Singh's Bravery
617,Talk to BTS kpop
618,Speak to BTS kpop
619,Talk to nickname me
620,Ask Michael's Resume
621,Talk to Anne Frank's Diary
622,Talk to Varsha's Resume
623,Let me talk to Varsha's Resume
624,Speak to Varsha's Resume
625,Talk to Ariana Grande Facts
626,Talk to Jeff Bezos Biography
627,Talk to Amit's Resume
628,Talk to Shaheed Sukhdev's Life
629,Talk to Chihau Chau Bio
630,Talk to Things BTS Says
631,Speak to Things BTS Says
632,Ask care pod to get air quality information
633,Ask care pod to get dining menu
634,Ask care pod to get assistance for medication
635,Ask care pod to get care team information
636,Ask care pod to get care plan activities
637,Talk to Charles de Gaulle's life
638,Talk to WikiSpeaker
639,Ask WikiSpeaker to define Chemistry
640,Ask WikiSpeaker about the history of Amsterdam
641,What is the capital of Kenya?
642,When was Grace Hopper born?
643,Movie showtimes near me
644,How far away is the moon?
645,When is Diwali?
646,What is the time difference between Casablanca and San Francisco?
647,What is the lifespan of a lion?
648,Who plays Phil Dunphy?
649,When was telescope invented?
650,When is Mother's Day?
651,Which waterfall is located near the border between Germany and Switzerland?
652,Search for political news
653,How tall is Barack Obama?
654,Search for bicycles
655,How heavy is the fattest cat in the world?
656,Search for used cars
657,Search for rap lyrics
658,Search for desk chairs
659,What is the Bruce Willis movie where he travels through time?
660,Search for funny blogs
661,Talk to Who is in space?
662,Talk to Mrs Psychologist
663,Open Discord
664,Show Game of Thrones on Wikipedia
665,Open Snapchat
666,Open NikeRunClub
667,Open Wikipedia
668,Open MyFitnessPal
669,Show World War II on Wikipedia
670,Open Twitter
671,Open YouTube
672,Open Spotify
673,Tell me the Mets standings
674,Cricket
675,What are the MLB standings?
676,What is the Cricket score?
677,When do the Crusaders play next?
678,When does Manchester United play?
679,Tell me sports news
680,When is the next footy game?
681,Who won the last Premier League?
682,Who is the fastest man alive?
683,Talk to A D A Calculator
684,Talk to Homebrew Helper
685,Ask Homebrew Helper
686,Speak to Homebrew Helper
687,Talk to Antenna Calculator
688,Ask TaxQuarter to estimate my tax refund
689,Ask TaxQuarter about my tax refund
690,Talk to TaxQuarter
691,Talk to Eastern Corporate fcu
692,Talk to Loan Payment Calculator
693,Ask Loan Payment Calculator to calculate monthly payment?
694,Ask Loan Payment Calculator to calculate loan payment?
695,Talk to Mr Calculator
696,Talk to TWL Split A Bill
697,Talk to Building Material Calculator
698,Talk to Egyptian pound
699,Talk to Mortgage Payment Calculator
700,Speak to Mortgage Payment Calculator
701,I want to speak to Mortgage Payment Calculator
702,Talk to TRIGGERcmd
703,Ask TRIGGERcmd to run Notepad
704,Ask TRIGGERcmd to trigger Calculator
705,Ask TRIGGERcmd to run Calculator on Laptop
706,What is the square root of 82?
707,What is 25 times 83?
708,What is pi times 63 squared?
709,What is 17 divided by 8?
710,What is 2 to the power of 30?
711,What is 18% of 281?
712,What is 18% of 96?
713,What calculations can you do?
714,What is 5 factorial?
715,What is the sine of 245 degrees?
716,How old is someone born on September 15
717,Can you open the door?
718,What sound does a cat make?
719,Tell me a poem
720,Sing me a song
721,What am I thinking right now?
722,Play change my voice
723,Drop a beat for me
724,Flip a coin
725,Tell me a StoryCorps story
726,Count from 1 to 10
727,Talk to Cloud Toolbox
728,Ask Cloud Toolbox what lights are on for the solution board?
729,Talk to Robotics Connect
730,Ask Robotics Connect for max number of robots in a wire
731,Ask Robotics Connect for a special feature
732,Ask Robotics Connect for duration to mow a soccer pitch
733,Talk to Smart Robot
734,Ask Smart Robot
735,Talk to eSmart life
736,Ask eSmart life to turn on switch
737,Ask eSmart life to go home
738,Talk to grunn robot
739,Ask grunn robot
740,Talk to Candy Dish
741,Talk to master drive
742,Talk to Watchman door
743,Talk to clean robotic
744,Ask clean robotic
745,Talk to Warm me and list my products
746,Talk to Warm me and set heat for both sides to maximum
747,Speak to Warm me and turn on both sides
748,Ask Warm me to set timer for one hour
749,Speak to PowerPlay
750,Ask PowerPlay
751,Talk to PowerPlay
752,Talk to Petoneer feed three portions on Nutri
753,Talk to Petoneer turn on the Fresco
754,Talk to Petoneer turn on  the led of Fresco
755,Talk to Petoneer what is the water level of Fresco
756,Talk to Petoneer what is the tds value of the Fresco
757,Talk to Bloom Home Control App
758,Talk to Luffanet
759,Talk to smart Dry
760,Ask smart Dry
761,Ask smart Dry are my clothes dry
762,Talk to ChefSteps Joule
763,Talk to ViewSonic
764,Tell Shark to clean
765,Tell Shark to start cleaning
766,Talk to Shark
767,Tell Shark to dock
768,Tell Shark to vacuum
769,Tell Shark to go home
770,Tell me a Shark joke
771,Tell Shark to pause my robot
772,Tell Shark to send my robot to the dock
773,Tell Shark to check my robot's battery
774,Talk to Blue Voice play Radio Paradise in the Office
775,Talk to Blue Voice pause in the Den
776,Talk to Orbit B-Hyve
777,Turn on the living room lamps
778,Is the light on in John's office?
779,Turn on my lights
780,Turn on the lights
781,Are the lights on in the kitchen?
782,Turn on the lights in the dining room
783,Turn on lights
784,Turn off TV
785,Activate Good Morning
786,Turn on Movie Mode
787,Switch off the lights
788,Skip ahead on TV
789,Make it louder on the TV
790,Turn on the TV
791,Mute the TV
792,Resume the TV
793,Stop the TV
794,Volume up on TV
795,Pause the TV
796,Set AC to high
797,Turn on the AC
798,What is the AC speed?
799,Stop the AC
800,What is AC mode set to?
801,Did I set AC to cool?
802,Make the AC speed lower
803,What is the AC doing?
804,Start the AC
805,Set mode on AC to cool
806,Close the curtains half way
807,Open the bedroom curtains
808,Set the thermostat to 75 degrees
809,Set the temperature to 65 degrees
810,Turn up the thermostat
811,What is the temperature inside?
812,Turn down the thermostat
813,Switch off the lights
814,Dim the lights in the dining room
815,Turn on the kids bedroom lamps
816,Is the light on in Adam's bathroom?
817,Are the lights on in the kids bedroom?
818,Turn on my lights
819,Turn on the lights
820,Turn down the thermostat
821,Turn up the thermostat
822,Set the thermostat to 68 degrees
823,What is the temperature inside?
824,Set the temperature to 65 degrees
825,Turn up the temperature on water heater
826,Turn off the water heater
827,Is my water heater on?
828,Arm security
829,Set security to arm
830,Skip ahead on speaker
831,Stop the TV
832,Make it louder on the TV
833,Volume up on TV
834,Mute the TV
835,Resume the TV
836,Pause the TV
837,Turn on the TV
838,Pause the speaker
839,Make it louder on the speaker
840,Stop the speaker
841,Volume down on speaker
842,Resume the speaker
843,Mute the speaker
844,Open the side door
845,Is the front door closed?
846,Activate Good Morning
847,Turn on Movie Mode
848,Turn off the camera
849,Show the Front Door Camera on Living Room TV
850,Show garage camera
851,Turn on the camera
852,Turn On Hallway Camera
853,What is on Baby camera?
854,Is the Babycam On?
855,Turn on speakers
856,Turn off lights
857,Stop the microwave timer
858,Run the microwave for 5 minutes
859,Resume my microwave
860,How much time is left on the microwave timer?
861,Run microwave for 30 seconds
862,Pause my microwave
863,Set microwave power level to high
864,Increase the microwave timer by 30 seconds
865,Pause the microwave timer
866,Turn on the TV
867,Mute the TV
868,Skip ahead on speaker
869,Resume the TV
870,Volume up on TV
871,Stop the TV
872,Make it louder on the TV
873,Pause the TV
874,Is the light on in Alice's bedroom?
875,Turn off the lights
876,Are the lights on in the bathroom?
877,Turn on my lights
878,Dim the kitchen lamps
879,Turn on the lights in the dining room
880,Lower the AC speed
881,Turn off the AC
882,What cycle is the AC in?
883,Make the AC speed lower
884,Raise the AC speed
885,Did I set AC to cool?
886,Start the AC
887,What's AC mode set to?
888,Set AC to high
889,Set mode on AC to cool
890,Switch off the lights
891,Turn off speakers
892,Turn on lights
893,Is the front door closed?
894,Open the side door
895,Close the window
896,Open the window
897,Turn on lights
898,Turn off TV
899,Skip ahead on TV
900,Make it louder on the TV
901,Turn on the TV
902,Resume the TV
903,Pause the TV
904,Stop the TV
905,Mute the TV
906,Volume down on TV
907,Open the bedroom curtains
908,Close the curtains half way
909,What is the AC speed?
910,What is AC mode set to?
911,Start the AC
912,Set AC to high
913,Set mode on AC to cool
914,Make the AC speed lower
915,Stop the AC
916,Lower the AC speed
917,Raise the AC speed
918,Turn on the AC
919,Switch off the lights
920,Activate Good Morning
921,Turn on Movie Mode
922,Turn on the lights in the kitchen
923,Are the lights on in the dining room?
924,Turn on the dining room lamps
925,Turn on the lights
926,Is the light on in John's office?
927,Turn on my lights
928,Turn off the AC
929,What cycle is the AC in?
930,Make the AC speed lower
931,Start the AC
932,Turn on the AC
933,Set AC to high
934,What is the AC speed?
935,Set mode on AC to cool
936,What is the AC doing?
937,Stop the AC
938,Turn off TV
939,Turn on speakers
940,Switch off the lights
941,Set security to arm
942,Arm security
943,Show the Front Door Camera on Living Room TV
944,What's on Baby camera?
945,Turn On Hallway Camera
946,Is the Babycam On?
947,Show garage camera
948,Turn on the camera
949,Turn off the camera
950,Turn on the TV
951,Pause the TV
952,Volume down on TV
953,Resume the TV
954,Make it louder on the TV
955,Skip ahead on speaker
956,Mute the TV
957,Stop the TV
958,Are the lights on in the master bed room?
959,Is the light on in Adam's bathroom?
960,Turn off the kids bedroom lamps
961,Turn on my lights
962,Dim the lights in the living room
963,Turn off the lights
964,Set the thermostat to 72 degrees
965,Turn down the thermostat
966,What's the temperature inside?
967,Set the temperature to 65 degrees
968,Turn on Movie Mode
969,Activate Good Morning
970,Start vacuuming
971,Charge the vacuum
972,Start the vacuum
973,Is the vacuum running?
974,Send the vacuum home
975,Is the vacuum charging?
976,Stop vacuuming
977,Stop the vacuum
978,Pause the vacuum
979,Dock the vacuum
980,Turn off the fan
981,Turn on the fan
982,Make the fan speed higher
983,Set fan to 5
984,Lower the fan speed
985,Make the fan speed lower
986,Raise the fan speed
987,What is the fan speed?
988,Stop the TV
989,Turn on the TV
990,Resume the TV
991,Mute the TV
992,Skip ahead on speaker
993,Pause the TV
994,Make it louder on the TV
995,Volume up on TV
996,Are the lights on in the master bed room?
997,Turn on my lights
998,Turn off the living room lamps
999,Dim the lights
1000,Turn on the lights in the master bed room
1001,Is the light on in Mary's playroom?
1002,Turn on Movie Mode
1003,Activate Good Morning
1004,Switch off the lights
1005,Rotate blinds to 20%
1006,Are blinds open?
